t theta phi p q c H
30.348000000001036 254.19259886987166 228.520050614924 1.3614734528704608 -6.366747889639061 0 59.18259494297905
30.366000000001037 259.6788383746354 217.0575639288061 1.6075099590675925 -7.0791536721351775 0 59.1825913824161
30.384000000001038 263.88904948771074 206.69510969181943 1.818026918807097 -7.734828478815513 0 59.18259023429982
30.40200000000104 266.99470949396823 197.0471619540381 1.9165808505423587 -8.253534915248624 0 59.182589934948524
30.42000000000104 269.12000024177445 187.79774271402505 1.8830726821797148 -8.61323105627327 0 59.182589841162226
30.43800000000104 270.3265936067903 178.71390719972126 1.71263813243019 -8.808154538968179 0 59.182589800456086
30.45600000000104 270.6310305928095 169.62230957965576 1.4039563123270622 -8.836749487245237 0 59.182589774337124
30.47400000000104 270.0217888757608 160.3927757607713 0.957241914552096 -8.699470325617519 0 59.18258974908521
30.492000000001042 268.47400830755726 150.93133804615658 0.37553303732352444 -8.39996406636319 0 59.18258971763467
30.510000000001043 265.96337909882925 141.17989385105056 -0.3328513978729646 -7.947448643616163 0 59.182589676382804
30.528000000001043 262.4796001294114 131.11917704171438 -1.1519308788208478 -7.35900599794951 0 59.18258962713715
30.546000000001044 258.0380346998724 120.77138186245497 -2.05700374822869 -6.6605216163124945 0 59.18258957835603
